0.0012557020667625476,0.3337469400785017,0.0909329891116588,0.83875,0.825
0.009118923480308381,0.31385157507905315,0.09963444849030907,0.8875,0.78875
0.3528939011481694,0.3337466279071075,0.24560954130612178,0.9475,0.8175
0.004283344598255646,0.31059814949063547,0.3774130777687251,0.49250000000000005,0.62625
0.00822848760926548,0.381997446236118,0.3059058652295316,0.745,0.365
0.011262234890430834,0.35457089731363167,0.2149818438055903,0.90875,0.365
0.008433879479283904,0.31251801212313834,0.3559952210827359,0.805,0.34125
0.003531916664364302,0.28733190022667543,0.1335637941875414,0.79,0.19374999999999998
0.01616962900572414,0.3022861149502486,0.6925061096448779,0.38,0.28625
0.005345936521515019,0.33786328738132243,0.08406594245618337,0.12375,0.48250000000000004
0.028465649434721636,0.29772390937716886,0.4082730829008187,0.24875000000000003,0.16999999999999998
0.0020211729465556046,0.3018595568330552,0.2469400972319789,0.21375,0.22125
0.0018031545095006166,0.31158426981147835,0.07393825012659556,0.11875,0.265
0.013481047862326383,0.3209028080018518,0.22869510221329342,0.39749999999999996,0.15500000000000003
0.014168440596064901,0.3184734184656651,0.6515618658481397,0.27125,0.885
0.004316941870845565,0.35360746317146086,0.09091336640987266,0.72625,0.805
0.0025206948369968047,0.34587748386510253,0.15600553365451245,0.1825,0.73875
0.008675898954601047,0.3290967027043419,0.634886498322317,0.77875,0.76875
0.010819046153432122,0.2829955105041809,0.10863160346108326,0.77125,0.875
0.017862449006880093,0.3567059329515091,0.12080649273290103,0.9075,0.86375
0.036600392288846297,0.3096092108998312,0.10488032401328258,1.0,0.86875
0.012084219462945934,0.318812163831219,0.1555392735615498,0.76125,0.135
0.03067426083228173,0.38777199971489995,0.11688206278051765,0.89375,0.25125
0.06342498522994253,0.3278865782597986,0.38042646760071275,0.755,0.76125
0.003622453183443727,0.3080583410030636,0.10796276445078466,0.9824999999999999,0.77625
1.0,0.4745346306175262,0.23024030515537794,0.785,0.78375
0.0005232321223391671,0.3520917535403133,0.05921544569258445,0.79375,0.74375
0.01162734898403527,0.3012776970661927,0.2905689091282905,0.36,0.29375
0.011114626651528051,0.3441410894824185,0.397089952605436,0.04500000000000001,0.15875
0.015855462346872,0.3261603394188928,0.6034703018655068,0.135,0.24875000000000003
0.014361029684636876,0.3844953896985227,0.4967037984394923,0.25375,0.8925000000000001
0.0031326439686309086,0.3076941951384776,0.2594586605204068,0.15999999999999998,0.875
0.09138147413482622,0.40151835664810054,0.5544511621343491,0.35125,0.35625
0.002989456831865546,0.3394887112763936,0.09878075790869663,0.15999999999999998,0.76125
0.01912184345967411,0.3493058671154724,0.09449989993560773,0.1325,0.89375
0.00509282580623895,0.31023038839850126,0.21598002818918244,0.2375,0.74
0.011496331281968154,0.2949887487293852,0.20878949302138916,0.16375,0.735
0.02910645938180154,0.31301812166262355,0.25873890637133234,0.29125,0.7725
